user_id,wallet,bank,fines,coins,diamonds,paypal,t1,t2,t3,t4
1224,0,51079,0,0,0,0,0,0,0,0
1225,5000,10000,0,0,0,0,0,0,0,0
1226,5000,10000,0,0,0,0,0,0,0,0
1227,2100,10000,0,0,0,0,0,0,0,0
1228,0,4642548,0,0,0,0,0,0,0,0
1229,500,69310,0,0,0,0,0,0,0,0
1230,2500,10000,0,0,0,0,0,0,0,0
1231,270000,14846209,0,0,0,0,0,0,0,2
1232,0,29500,0,0,0,0,0,0,0,0
1233,5000,10000,0,0,0,0,0,0,0,0
1234,200,7200,0,0,0,0,0,0,0,0
1235,5000,10000,0,0,0,0,0,0,0,0
1236,4000,10000,0,0,0,0,0,0,0,0
1237,0,38398,0,0,0,0,0,0,0,0
1238,0,98798,0,0,0,0,0,0,0,0
1239,0,3800,0,0,0,0,0,0,0,0
1240,0,159468,0,0,0,0,0,0,0,0
1241,0,5800,0,0,0,0,0,0,0,0
1242,0,10000,0,0,0,0,0,0,0,0
1243,0,795545,0,0,0,0,0,0,0,0
1244,5000,10000,0,0,0,0,0,0,0,0
1245,4200,10000,0,0,0,0,0,0,0,0
1246,0,19500,0,0,0,0,0,0,0,0
1247,0,4338,0,0,0,0,0,0,0,0
1248,5000,10000,0,0,0,0,0,0,0,0
1249,0,994768,0,0,0,0,0,0,0,0
1250,200,10000,0,0,0,0,0,0,0,0
1251,0,1673131,0,0,0,0,0,0,0,0
1252,5000,5000,0,0,0,0,0,0,0,0
1253,2900,10000,0,0,0,0,0,0,0,0
1254,0,6000,0,0,0,0,0,0,0,0
1255,0,3531886,0,0,0,0,0,0,0,0
1256,5000,10000,0,0,0,0,0,0,0,0
1257,3200,0,0,0,0,0,0,0,0,0
1258,0,19965,0,0,0,0,0,0,0,0
1260,0,7199,0,0,0,0,0,0,0,0
1261,0,400,0,0,0,0,0,0,0,0
1262,0,838821,0,0,0,0,0,0,0,0
1263,1500,61310,0,0,0,0,0,0,0,0
1264,3900,9000,0,0,0,0,0,0,0,0
1265,0,192248,0,0,0,0,0,0,3,0
1266,154,5000,0,0,0,0,0,0,0,0
1267,3800,10000,0,0,0,0,0,0,0,0
1268,0,380500,0,0,0,0,1,0,3,0
1269,4000,10000,0,0,0,0,0,0,0,0
1270,0,118791,0,0,0,0,0,0,0,0
1271,0,2982760,0,0,0,0,0,0,0,0
1272,4000,10000,0,0,0,0,0,0,0,0
1273,4000,9999,0,0,0,0,0,0,0,0
1274,0,38220,0,0,0,0,0,0,0,0
1275,0,56393,0,0,0,0,0,0,0,0
1276,5000,10000,0,0,0,0,0,0,0,0
1277,0,200,0,0,0,0,0,0,0,0
1278,0,975,0,0,0,0,0,1,0,0
1279,0,13950,0,0,0,0,0,0,3,0
1280,1900,10000,0,0,0,0,0,0,0,0
1281,3400,10000,0,0,0,0,0,0,0,0
1282,4800,10000,0,0,0,0,0,0,0,0
1283,0,10435,0,0,0,0,0,0,0,0
1284,2600,10000,0,0,0,0,0,0,0,0
1285,0,238502,0,0,0,0,0,0,0,0
1286,5000,10000,0,0,0,0,0,0,0,0
1287,0,47720,0,0,0,0,0,0,0,0
1288,4468,5554,0,0,0,0,0,0,0,0
1289,0,41400,0,0,0,0,0,0,0,0
1290,5000,10000,0,0,0,0,0,0,0,0
1291,5000,10000,0,0,0,0,0,0,0,0
1292,5000,10000,0,0,0,0,0,0,0,0
1293,0,24620012,0,0,0,0,0,1,0,0
1294,0,9500,0,0,0,0,0,0,0,0
1296,0,4208180,0,0,0,0,0,0,0,0
1297,5000,10000,0,0,0,0,0,0,0,0
1298,0,1043487,0,0,0,90000,0,0,0,0
1299,4800,60000,0,0,0,0,0,0,0,0
1300,2900,10000,0,0,0,0,0,0,0,0
1301,0,29400,0,0,0,0,0,0,0,0
1302,0,15900,0,0,0,0,0,0,0,0
1303,0,2950,0,0,0,0,0,0,0,0
1304,0,19798,0,0,0,0,0,0,0,0
1305,5000,10000,0,0,0,0,0,0,0,0
1306,0,2144,0,0,0,0,0,0,0,0
1307,0,646132,0,0,0,0,0,0,0,0
1308,0,515281,0,0,0,0,0,0,0,0
1309,0,1073400,0,0,0,0,1,0,0,0
1310,3500,0,0,0,0,0,0,0,0,0
1311,0,3553865,0,0,0,0,0,0,0,0
1312,0,1885615,0,0,0,0,1,0,0,0
1313,0,25223810,0,0,0,5000,0,0,0,0
1314,0,24100,0,0,0,0,0,0,0,0
1315,0,7800,0,0,0,0,0,0,0,0
1316,0,7400,0,0,0,0,0,0,0,0
1317,5000,9000,0,0,0,0,0,0,0,0
1318,0,11000,0,0,0,0,0,0,0,0
1319,3900,10000,0,0,0,0,0,0,0,0
1320,0,17357480,0,0,0,0,0,0,0,0
1321,0,115962,0,0,0,0,0,0,0,0
1322,0,109138,0,0,0,0,0,0,0,0
1323,4400,10000,0,0,0,0,0,0,0,0
1324,0,119590,0,0,0,0,0,0,0,0
1325,1000,10000,0,0,0,0,0,0,0,0
1326,5000,10000,0,0,0,0,0,0,0,0
1327,3700,10000,0,0,0,0,0,0,0,0
1328,0,177880,0,0,0,0,0,0,0,0
1329,5000,10000,0,0,0,0,0,0,0,0
1330,0,7299,0,0,0,0,0,0,0,0
1331,5000,9998,0,0,0,0,0,0,0,0
1332,0,57200,0,0,0,0,0,0,0,0
1333,3500,10000,0,0,0,0,0,0,0,0
1334,1500,10000,0,0,0,0,0,0,0,0
1335,4200,10000,0,0,0,0,0,0,0,0
1336,5000,10000,0,0,0,0,0,0,0,0
1337,5000,144000,0,0,0,0,0,0,0,0
1338,0,9400,0,0,0,0,0,0,0,0
1339,400,10000,0,0,0,0,0,0,0,0
1340,5000,10000,0,0,0,0,0,0,0,0
1341,3400,10000,0,0,0,0,0,0,0,0
1342,3600,0,0,0,0,0,0,0,0,0
1343,3800,10000,0,0,0,0,0,0,0,0
1344,0,6873063,0,0,0,0,0,2,0,0
1345,5000,10000,0,0,0,0,0,0,0,0
1346,0,447372,0,0,0,0,0,0,0,0
1347,0,84550,0,0,0,1,0,0,0,0
1348,0,758351,0,0,0,0,0,0,0,0
1349,5000,10000,0,0,0,0,0,0,0,0
1350,4400,10000,0,0,0,0,0,0,0,0
1351,3800,10000,0,0,0,0,0,0,0,0
1352,5000,10000,0,0,0,0,0,0,0,0
1353,5000,10000,0,0,0,0,0,0,0,0
1354,4200,1000,0,0,0,0,0,0,0,0
1355,0,441351,0,0,0,0,0,0,0,0
1356,0,5963669,0,0,0,0,0,0,0,0
1357,0,1050964,0,0,0,29151,0,0,0,1
1358,4600,10000,0,0,0,0,0,0,0,0
1359,5000,10000,0,0,0,0,0,0,0,0
1360,5000,10000,0,0,0,0,0,0,0,0
1361,0,33680,0,0,0,0,0,0,0,0
1362,5000,10000,0,0,0,0,0,0,0,0
1363,4000,10000,0,0,0,0,0,0,0,0
1364,0,288943,0,0,0,0,0,0,0,0
1365,0,296636,0,0,0,0,1,0,0,0
1366,19324,9900,0,0,0,0,0,0,0,0
1367,5000,10000,0,0,0,0,0,0,0,0
1368,0,63199,0,0,0,0,0,0,0,0
1369,0,54699,0,0,0,0,0,0,0,0
1370,5000,10000,0,0,0,0,0,0,0,0
1371,0,65030,0,0,0,0,0,0,0,0
1372,0,2302050,0,0,0,0,0,0,0,0
1373,5000,10000,0,0,0,0,0,0,0,0
1374,5000,10000,0,0,0,0,0,0,0,0
1375,1400,10000,0,0,0,0,0,0,0,0
1376,5000,10000,0,0,0,0,0,0,0,0
1377,0,5674,0,0,0,0,0,0,0,0
1378,0,558263,0,0,0,0,1,0,0,0
1379,5000,10000,0,0,0,0,0,0,0,0
1380,3800,10000,0,0,0,0,0,0,0,0
1381,0,34600,0,0,0,0,0,0,0,0
1382,0,212700,0,0,0,0,0,0,0,0
1383,4400,10000,0,0,0,0,0,0,0,0
1384,0,2961492,0,0,0,0,0,0,0,0
1385,2800,10000,0,0,0,0,0,0,0,0
1386,0,5924,0,0,0,0,0,0,0,0
1387,200,3344757,0,0,0,0,0,0,0,0
1388,5000,10000,0,0,0,0,0,0,0,0
1389,0,600,0,0,0,0,0,0,0,0
1390,5000,10000,0,0,0,0,0,0,0,0
1391,5000,10000,0,0,0,0,0,0,0,0
1392,0,2200,0,0,0,0,0,0,0,0
1393,0,3500,0,0,0,0,0,0,0,0
1394,2500,10000,0,0,0,0,0,0,0,0
1395,5000,10000,0,0,0,0,0,0,0,0
1396,4200,10000,0,0,0,0,0,0,0,0
1397,3800,10000,0,0,0,0,0,0,0,0
1398,0,470583,0,0,0,0,0,0,0,0
1399,5000,10000,0,0,0,0,0,0,0,0
1400,0,34853,0,0,0,0,0,0,0,0
1401,3400,10000,0,0,0,0,0,0,0,0
1402,4200,10000,0,0,0,0,0,0,0,0
1403,5000,10000,0,0,0,0,0,0,0,0
1404,5000,10000,0,0,0,0,0,0,0,0
1405,0,5877,0,0,0,102,0,0,0,0
1406,0,7964,0,0,0,0,0,0,0,0
1407,0,60334,0,0,0,0,0,0,0,0
1408,0,1625,0,0,0,0,0,0,0,0
1409,5000,10000,0,0,0,0,0,0,0,0
1410,5000,10000,0,0,0,0,0,0,0,0
1411,5000,10000,0,0,0,0,0,0,0,0
1412,3400,10000,0,0,0,0,0,0,0,0
1413,0,90543,0,0,0,0,0,0,0,0
1414,4400,10000,0,0,0,0,0,0,0,0
1415,4400,10000,0,0,0,0,0,0,0,0
1416,0,794221,0,0,0,0,0,0,1,0
1417,5000,10000,0,0,0,0,0,0,0,0
1418,0,116674,0,0,0,0,0,0,0,0
1419,2400,6000,0,0,0,0,0,0,0,0
1420,0,253216,0,0,0,0,0,0,0,0
1421,4800,10000,0,0,0,0,0,0,0,0
1422,100,0,0,0,0,0,0,0,0,0
1423,3000,300,0,0,0,0,0,0,0,0
1424,5000,10000,0,0,0,0,0,0,0,0
1425,0,49500,0,0,0,0,0,0,0,0
1426,4800,10000,0,0,0,0,0,0,0,0
1427,0,1700,0,0,0,0,0,0,0,0
1428,0,207250,0,0,0,0,0,0,0,0
1429,4200,10000,0,0,0,0,0,0,0,0
1430,4400,10000,0,0,0,0,0,0,0,0
1431,1400,0,0,0,0,0,0,0,0,0
1432,5000,10000,0,0,0,0,0,0,0,0
1433,0,10000,0,0,0,0,0,0,0,0
1434,0,386980,0,0,0,0,0,0,0,0
1435,0,112712,0,0,0,0,0,0,0,0
1436,5000,10000,0,0,0,0,0,0,0,0
1437,0,124320,0,0,0,0,0,0,0,0
1438,0,22850,0,0,0,0,0,0,0,0
1439,5000,10000,0,0,0,0,0,0,0,0
1440,0,3599,0,0,0,0,0,0,0,0
1441,5000,10000,0,0,0,0,0,0,0,0
1442,5000,10000,0,0,0,0,0,0,0,0
1443,3800,10000,0,0,0,0,0,0,0,0
1444,5000,10000,0,0,0,0,0,0,0,0
1445,3400,10000,0,0,0,0,0,0,0,0
1446,1000,10000,0,0,0,0,0,0,0,0
1447,3000,10000,0,0,0,0,0,0,0,0
1448,5000,10000,0,0,0,0,0,0,0,0
1449,3200,55300,0,0,0,0,0,0,0,0
1450,0,15500,0,0,0,0,0,0,0,0
1451,0,9700,0,0,0,0,0,0,0,0
1452,5000,10000,0,0,0,0,0,0,0,0
1453,5000,10000,0,0,0,0,0,0,0,0
1454,5000,10000,0,0,0,0,0,0,0,0
1455,479913,450,0,0,0,0,0,0,0,0
1456,5000,10000,0,0,0,0,0,0,0,0
1458,0,25600,0,0,0,0,0,0,0,0
1459,5000,10000,0,0,0,0,0,0,0,0
1460,3800,96625,0,0,0,0,0,0,0,0
1461,0,16000,0,0,0,0,0,0,0,0
1462,5000,10000,0,0,0,0,0,0,0,0
1463,5000,20000,0,0,0,0,0,0,0,0
1464,0,9294,0,0,0,0,0,0,0,0
1466,5000,10000,0,0,0,0,0,0,0,0
1467,5000,10000,0,0,0,0,0,0,0,0
1468,2600,10000,0,0,0,0,0,0,0,0
1469,0,13000,0,0,0,0,0,0,0,0
1470,0,3500,0,0,0,0,0,0,0,0
1471,5000,10000,0,0,0,0,0,0,0,0
1472,0,1538143,0,0,0,0,0,0,0,0
1473,0,10000,0,0,0,0,0,0,0,0
1474,0,133356,0,0,0,0,0,0,0,0
1475,0,4400,0,0,0,0,0,0,0,0
1476,0,23600,0,0,0,0,0,0,0,0
1477,0,60800,0,0,0,0,0,0,0,0
1478,600,10000,0,0,0,0,0,0,0,0
1479,5000,10000,0,0,0,0,0,0,0,0
1480,5000,10000,0,0,0,0,0,0,0,0
1481,5000,10000,0,0,0,0,0,0,0,0
1482,0,110059,0,0,0,0,0,0,0,0
1483,5000,10000,0,0,0,0,0,0,0,0
1484,5000,10000,0,0,0,0,0,0,0,0
1485,0,111859,0,0,0,0,0,0,0,0
1486,5000,10000,0,0,0,0,0,0,0,0
1487,0,5100,0,0,0,0,0,0,0,0
1488,0,128425,0,0,0,0,0,0,0,0
1489,2800,10000,0,0,0,0,0,0,0,0
1490,700,10000,0,0,0,0,0,0,0,0
1491,0,80980,0,0,0,0,0,0,0,0
1492,0,676168,0,0,0,0,0,0,0,0
1493,0,32000,0,0,0,0,0,0,0,0
1494,5000,10000,0,0,0,0,1,0,0,0
1495,0,174700,0,0,0,0,0,0,0,0
1496,5000,10000,0,0,0,0,0,0,0,0
1497,0,2200370,0,0,0,0,0,0,0,0
1498,0,1184271,0,0,0,0,0,0,0,0
1499,0,588397,0,0,0,0,0,0,0,0
1500,0,19800,0,0,0,0,0,0,0,0
1501,5000,10000,0,0,0,0,0,0,0,0
1502,0,6001388,0,0,0,0,0,0,0,0
1503,5000,10000,0,0,0,0,0,0,0,0
1504,5000,10000,0,0,0,0,0,0,0,0
1505,5000,10000,0,0,0,0,0,0,0,0
1506,0,519654,0,0,0,0,0,0,0,0
1507,0,14980,0,0,0,0,0,0,0,0
1508,5000,10000,0,0,0,0,0,0,0,0
1509,0,2532,0,0,0,0,0,0,0,0
1510,4200,10000,0,0,0,0,0,0,0,0
1511,5000,10000,0,0,0,0,0,0,0,0
1512,3600,10000,0,0,0,0,0,0,0,0
1513,5000,10000,0,0,0,0,0,0,0,0
1514,5000,10000,0,0,0,0,0,0,0,0
1515,0,3400,0,0,0,0,0,0,0,0
1516,3300,10000,0,0,0,0,0,0,0,0
1517,4400,9650,0,0,0,0,0,0,0,0
1518,5000,10000,0,0,0,0,0,0,0,0
1519,4200,10000,0,0,0,0,0,0,0,0
1520,1300,10000,0,0,0,0,0,0,0,0
1521,3500,10500,0,0,0,0,0,0,0,0
1522,1000,5000,0,0,0,0,0,0,0,0
1523,5000,10000,0,0,0,0,0,0,0,0
1524,4592,1088911,0,0,0,0,0,0,0,0
1525,0,66173,0,0,0,0,0,0,0,0
1526,0,14701,0,0,0,0,0,0,0,0
1527,5000,10000,0,0,0,0,0,0,0,0
1528,5000,10000,0,0,0,0,0,0,0,0
1529,5000,10000,0,0,0,0,0,0,0,0
1530,4400,10000,0,0,0,0,0,0,0,0
1531,0,581301,0,0,0,0,0,0,0,0
1532,5000,10000,0,0,0,0,0,0,0,0
1533,0,553899,0,0,0,0,0,0,0,0
1534,5000,10000,0,0,0,0,0,0,0,0
1535,5000,10000,0,0,0,0,0,0,0,0
1536,0,17850,0,0,0,0,0,0,0,0
1537,5000,10000,0,0,0,0,0,0,0,0
1538,4000,10000,0,0,0,0,0,0,0,0
1539,5000,3000,0,0,0,0,0,0,0,0
1540,300,10000,0,0,0,0,0,0,0,0
1541,5000,10000,0,0,0,0,0,0,0,0
1542,4800,10000,0,0,0,0,0,0,0,0
1543,4400,10000,0,0,0,0,0,0,0,0
1544,2200,10000,0,0,0,0,0,0,0,0
1545,5000,10000,0,0,0,0,0,0,0,0
1546,4200,0,0,0,0,0,0,0,0,0
1547,5000,10000,0,0,0,0,0,0,0,0
1548,5000,10000,0,0,0,0,0,0,0,0
1549,5000,10000,0,0,0,0,0,0,0,0
1550,1100,10000,0,0,0,0,0,0,0,0
1551,4400,10000,0,0,0,0,0,0,0,0
1552,5000,10000,0,0,0,0,0,0,0,0
1553,0,128022,0,0,0,0,0,0,0,0
