user_id,wallet,bank,paypal
1354,4200,1000,0
1355,0,441351,0
1356,0,5963669,0
1357,0,1050964,29151
1361,0,33680,0
1364,0,288943,0
1365,0,296636,0
1366,19324,9900,0
1368,0,63199,0
1369,0,54699,0
1371,0,65030,0
1372,0,2302050,0
1377,0,5674,0
1378,0,558263,0
1381,0,34600,0
1382,0,212700,0
1384,0,2961492,0
1386,0,5924,0
1387,200,3344757,0
1389,0,600,0
1392,0,2200,0
1393,0,3500,0
1398,0,470583,0
1400,0,34853,0
1405,0,5877,102
1406,0,7964,0
1407,0,60334,0
1408,0,1625,0
1413,0,90543,0
1416,0,794221,0
1418,0,116674,0
1419,2400,6000,0
1420,0,253216,0
1422,100,0,0
1423,3000,300,0
1425,0,49500,0
1427,0,1700,0
1428,0,207250,0
1431,1400,0,0
1434,0,386980,0
1435,0,112712,0
1437,0,124320,0
1438,0,22850,0
1440,0,3599,0
1449,3200,55300,0
1450,0,15500,0
1451,0,9700,0
1455,479913,450,0
1458,0,25600,0
1460,3800,96625,0
1461,0,16000,0
1463,5000,20000,0
1464,0,9294,0
1469,0,13000,0
1470,0,3500,0
1472,0,1538143,0
1474,0,133356,0
1475,0,4400,0
1476,0,23600,0
1477,0,60800,0
1482,0,110059,0
1485,0,111859,0
1487,0,5100,0
1488,0,128425,0
1491,0,80980,0
1492,0,676168,0
1493,0,32000,0
1495,0,174700,0
1497,0,2200370,0
1498,0,1184271,0
1499,0,588397,0
1500,0,19800,0
1502,0,6001388,0
1506,0,519654,0
1507,0,14980,0
1509,0,2532,0
1515,0,3400,0
1517,4400,9650,0
1521,3500,10500,0
1522,1000,5000,0
1524,4592,1088911,0
1525,0,66173,0
1526,0,14701,0
1531,0,581301,0
1533,0,553899,0
1536,0,17850,0
1539,5000,3000,0
1546,4200,0,0
1553,0,128022,0
1557,0,6594,0
1558,0,6400,0
1559,0,289,0
1560,0,239264,0
1563,0,533565,0
1565,0,68031,0
1566,0,192714,0
1567,0,11600,0
1568,2200,9500,0
1569,0,13200,0
1571,0,14244945,0
1572,0,1718,0
1573,0,3270,0
1574,3100,6000,0
1575,0,650,0
1576,0,71790,0
1577,0,35100,0
1578,0,5800,0
1579,4400,8900,0
1580,0,3300,0
1581,4200,12975,0
1583,4000,0,0
1584,5000,60000,0
1585,0,8900,0
1586,0,1310,0
1592,0,250325,0
1594,0,1506891,0
1596,0,3982455,0
1597,0,12104897,0
1599,0,9051389,2000000
1600,0,330839,2300000
1601,0,110200,0
1602,0,32500,0
1606,0,5310,0
1609,0,58926,0
1610,0,900992,0
1611,84253,146280,0
1612,11600,0,0
1613,0,1603964,0
1615,0,59000,0
1618,0,274700,0
1630,0,36965,0
1632,0,1055159,0
1633,0,51220,0
1634,5000,8989,0
1640,819,9000,0
1642,0,34550,0
1644,0,505005,0
1647,2500,63500,0
1648,0,6100,0
1649,90100,74410,0
1651,5000,0,0
1654,3800,61310,0
1657,0,62220,0
1660,4000,60000,0
1663,0,65390,0
1664,4200,52000,0
1665,0,0,0
1667,0,10100,0
1669,5000,0,0
1670,0,59265,0
1671,0,4600,0
1673,0,14389676,0
1674,276100,152912,0
1676,0,56000,0
1678,0,268549,0
1686,2400,14000,0
1688,0,8500,0
1691,0,2500,0
1693,5000,8000,0
1694,5000,70000,0
1697,0,3999,0
1698,0,5032,3721
1704,5000,15000,0
1705,0,11758,0
1706,0,106250,0
1715,0,11674635,0
1716,862,0,0
1717,0,5500,0
1719,0,6300,0
1720,0,4248,0
1721,0,158525,0
1724,0,3820,0
1726,0,4350,0
1730,4400,0,0
1732,0,4200,0
1733,2700,0,0
1734,0,16400,0
1735,0,0,0
1737,0,20175,0
1739,3800,20000,0
1740,0,2873296,0
1742,0,178533,0
1743,0,2299,40000
1745,0,2200,0
1747,0,6900,0
1748,0,75965,0
1750,3600,0,0
1752,0,3800,0
1757,0,332368,0
1758,0,1261667,0
1760,0,3850,0
1763,0,623619,0
1765,0,1323170,0
1768,0,399240,0
1770,0,17800,0
1772,0,32740,0
1775,0,2723799,0
1776,0,10700,0
1778,0,617013,0
1779,0,53910,0
1786,0,9700,0
1788,0,20550,0
1791,3000,61310,0
1792,0,83599,0
1793,0,12500,0
1794,3400,63930,0
1795,0,59400,0
1797,0,3128,0
1800,0,255597,0
1806,0,65140,0
1812,0,881999,2160
1815,0,9200,0
1816,0,60562,0
1821,0,70280,0
1826,0,8000,0
1827,3900,0,0
1831,0,6001697,0
1832,0,2961252,400000
1833,0,57408,0
1836,0,39000,0
1837,0,3900,0
1839,0,122800,0
1848,0,118240,0
1851,0,0,0
1852,0,14120,0
1854,0,57600,0
1856,0,65910,0
1864,0,1206282,0
1870,0,496,0
1874,0,9300,0
1877,0,7138,0
1885,0,2808,0
1887,0,55820,0
1891,4000,120010,0
1892,0,39520,0
1897,0,13200,0
1900,135000,8027826,0
1901,0,8330473,0
1905,900,8000,0
1908,0,1830,0
1909,0,153573,0
1910,0,519010,0
1912,500,9575,0
1913,0,7100,0
1914,0,1000,0
1915,0,399937,0
1921,1600,596100,0
1924,0,29500,0
1926,0,300,0
1927,0,5400,0
1929,0,19600,0
1930,0,10828,0
1931,0,1999,0
1937,0,522199,0
1938,0,740071,0
1940,0,35305,0
1942,0,53700,0
1944,0,62309,0
1945,0,53758,0
1947,3600,22425,0
1948,4200,20000,0
1949,0,54300,0
1950,4200,9455,0
1952,3600,9900,0
1954,0,44142,0
1957,0,195976,0
1968,4000,0,0
1970,0,60108,0
1973,0,3399,0
1976,5000,61310,0
1977,0,1500,0
1986,0,320,0
1987,0,55710,0
1988,0,9600,0
1989,3800,74410,0
1992,0,73150,0
1994,0,58210,0
1997,0,11800022,0
1998,0,124010,0
2001,0,1948300,0
2003,1400,58620,0
2005,0,56660,0
2008,0,8000,0
2013,0,2400,0
2014,0,67530,0
2018,0,8400,0
2019,3600,37000,0
2024,0,2048,0
2026,0,8900,0
2030,0,2699,0
2032,0,111699,0
2033,0,33780,0
2035,0,58700,0
2036,0,63200,0
2042,0,31199,0
2046,4100,133990,0
2047,0,1900,0
2049,0,8000,0
2050,0,8500,0
2052,0,7600,0
2055,0,20228,0
2059,0,27162140,0
2060,0,151033,0
2062,0,452310,0
2063,2700,9000,0
2066,0,16400,0
2068,0,1006110,0
2071,0,41650,0
2072,0,264500,0
2075,0,9500,0
2076,810000,43658,0
2078,0,1600,0
2087,0,194703,0
2089,0,2000,0
2094,0,9700,0
2096,0,4832259,0
2097,0,15999,0
2101,0,131699,0
2104,0,546322,0
2105,0,184120,0
2106,0,64500,0
2107,3800,95000,0
2110,5000,45001,0
2111,0,154630,0
2113,0,7300,0
2119,0,142653,0
2123,1900,11110,0
2125,0,31934,0
2128,5000,20000,0
2129,0,8200,0
2130,0,9300,0
2131,2800,11110,0
2132,0,185662,0
2134,0,9400,0
2137,5000,0,0
2140,1500,63000,0
2141,2700,60000,0
2150,0,6210,0
2151,0,35240,0
2156,0,168270,0
2163,0,2399,0
2164,700,112620,0
2168,0,1955911,0
2169,0,34000,0
2176,0,46800,0
2177,0,44800,0
2178,0,13205092,0
2180,0,14000,0
2181,0,51610,0
2182,3400,60000,0
2185,0,100600,0
2187,3600,60000,0
2189,0,190322,0
2190,0,122128,0
2194,0,374259,1600000
2199,4600,61310,0
2201,0,45400,0
2205,0,53950,0
2206,0,275820,0
2209,0,1469,0
2213,0,502040,0
2215,0,65350,0
2217,0,5600,0
2225,0,11399,0
2227,0,8200,0
2229,0,28698,0
2237,0,1307211,0
2239,0,50440,0
2240,0,1126130,0
2241,0,42660,0
2243,0,4600,0
2244,0,61110,0
2248,0,93100,0
2252,300,230000,0
2253,0,4200,0
2254,0,595095,0
2258,0,53000,0
2260,0,124130,0
2261,0,50078,0
2262,0,9500,0
2265,0,59070,0
2266,0,54630,0
2270,4200,61310,0
2277,0,5576,0
2286,0,2797814,0
2288,2550,54620,0
2289,1666,62620,0
2290,0,128600,0
2293,0,300,0
2295,5000,210000,0
2296,5000,61310,0
2297,0,65110,0
2299,0,3999,0
2302,5000,61310,0
2305,0,200,0
2309,5000,61310,0
2312,0,100,0
2313,1666,111310,0
2314,0,5000,0
2318,0,14999,0
2327,0,8500,0
2338,500,22950,0
2340,0,55200,0
2342,0,58720,0
2343,0,192610,0
2346,0,5062144,0
2350,0,533284,0
2353,0,3134420,0
2355,0,1577678,0
2356,1337,186488,0
2357,0,515078,0
2360,46800,1914385,0
2361,0,7262,0
2366,0,8700,0
2368,0,7500,0
2371,0,77000,0
2373,0,18600,0
2375,0,2920142,0
2379,0,26462,0
2382,0,74100,0
2383,4400,11000,0
2387,2200,73,0
2389,4200,9900,0
2390,800,57310,0
2392,0,10800,0
2394,0,9500,0
2398,0,7124,0
2401,0,1135400,0
2402,0,30000,0
2403,0,449350,0
2404,0,260620,0
2405,0,47484,0
2406,0,3700,0
2407,0,56260,0
2410,0,36420,0
2412,0,37520,0
2417,0,22900,0
2418,0,2265924,0
2419,5000,2000,0
2420,0,119926,0
2421,0,138615,0
2424,0,166289,0
2429,2400,24000,0
2432,3000,20000,0
2437,1000,37000,0
2438,5000,0,0
2439,0,9800,0
2440,0,2245885,0
2448,0,7000,0
2451,8400,0,0
2453,5000,5000,0
2456,5000,2000,0
2458,0,127605,0
2461,0,6900,0
2462,0,0,0
2464,0,2100,0
2469,0,19220,0
2470,0,5100,0
2472,0,1000,0
2477,0,1450,0
2479,0,73300,0
2481,0,900,0
2482,0,4310,0
2485,3000,73360,0
2492,0,2000,0
2493,0,282110,0
2494,2400,0,0
2496,0,59200,0
2500,0,13606,1000000
2501,0,447755,0
2504,8700,5000,0
2505,1700,510000,0
2506,0,506400,0
2508,0,51000,0
2509,0,155882,0
2518,0,182799,0
2520,0,63000,0
2523,0,200,0
2524,0,4705590,0
2533,0,6000,0
2534,4200,50000,10000
2535,0,4058600,0
2544,0,334992,0
2552,0,20700,0
2555,0,8000,0
2556,0,38810,0
2560,3700,138000,0
2568,0,17740,0
2570,0,8000,0
2571,0,32223,0
2574,0,3014,0
2576,0,31500,0
2577,0,114799,0
2578,0,9120,0
2579,200,2109221,0
2580,0,41100,0
2582,0,2199,0
2583,3400,0,0
2587,0,423930,0
2589,0,1918606,0
2590,0,40400,0
2598,0,3500,0
2601,0,565180,0
2603,0,9600,0
2604,3500,12110,0
2607,0,9300,0
2611,0,8800,0
2613,0,54400,0
2615,0,54366,0
2616,0,17600,0
2619,1000,14000,0
2625,0,8400,0
2626,0,20500,0
2628,0,2200,0
2629,600,120050,0
2630,0,8000,0
2632,0,1640,0
2637,500,33000,0
2638,0,21240,0
2640,3000,14000,0
2643,0,59499,0
2650,0,12819561,0
2653,0,9500,0
2658,0,18326,0
2663,0,7900,0
2682,0,16600,0
2686,3500,60000,0
2687,0,22030,0
2688,2562,25312,0
2689,0,3400,0
2699,0,656087,0
2702,0,13628,0
2703,0,2236,0
2704,1434,39300,0
2705,3500,61310,0
2706,0,60010,0
2711,5000,10,0
2715,0,61000,0
2720,0,2900,0
2721,0,6178,0
2722,0,53138,0
2724,60225,208103,0
2726,4600,60000,0
2727,0,148346,100001
2733,0,679321,0
2734,0,9400,0
2735,0,102840,0
2736,0,3470,0
2737,0,867,0
2739,45000,94450,0
2743,4400,61310,0
2745,5000,0,0
2755,0,472,0
2756,0,2500,0
2766,0,3999,0
2768,0,5300,0
2779,3400,21310,0
2782,3000,14000,0
2789,0,41399,0
2793,0,11936,0
2796,643608,1467056,20300000
2797,5000,12000,0
2802,5000,9757,0
2803,0,4420,0
2805,0,4000,0
2819,4200,60000,0
2822,4600,60000,0
2828,0,55000,0
2830,0,5600,0
2837,13700,0,0
2843,0,3500,0
2844,0,63929,0
2847,1900,120010,0
2852,1200,0,0
2856,0,64060,0
2864,0,1730,0
2867,850,25649,0
2871,1110,14800,0
2872,2800,0,0
2876,1600,6000,0
2881,5000,20000,0
2883,2800,9800,0
2885,0,1006700,0
2887,0,477390,0
2888,0,6800,0
2891,0,7400,0
2899,0,9800,0
2900,0,78700,0
2903,600,61310,0
2907,3300,5000,0
2908,2000,57620,0
2912,0,9300,0
2920,0,4800,0
2922,0,47320,0
2931,0,661790,0
2932,1300,60000,0
2935,0,143304,0
2937,900,0,0
2941,4300,9700,0
2947,5000,0,0
2949,0,1599,0
2951,5000,10,0
2952,0,63900,0
2954,0,66100,0
2955,2300,53649,0
2958,0,76399,0
2959,0,191600,0
2967,0,46498,0
2977,0,155900,0
2984,0,6600,0
2988,0,20720,0
2989,5000,60000,0
2991,0,155963,0
2993,0,123810,0
2994,0,5600,0
2995,0,782,0
2997,1200,241310,0
2998,0,55300,0
2999,0,63500,0
3003,0,8901,0
3004,0,15000,0
3008,3800,6000,0
3015,2400,44000,0
3023,2000,598,0
3029,2800,6000,0
3033,3900,60000,0
3034,5000,61310,0
3036,0,7200,0
3037,3800,50010,120000
3038,0,2765,0
3048,0,24890,0
3056,0,336310,0
3060,0,1240944,0
3067,2800,61310,0
3068,0,55546,0
3069,0,61310,0
3073,54624,9310,0
3074,0,3900,0
3075,0,50340,0
3077,0,9748,0
3078,0,97561,0
3080,0,386398,0
3081,0,1599,0
3085,0,9400,0
3086,0,58000,0
3090,3200,0,0
3091,0,100550,0
3092,0,7454,0
3095,0,195429,0
3100,3800,10050,0
3107,0,60000,0
3111,0,20000,0
3113,0,22528,0
3119,0,86140,20000
3121,0,2627136,0
3125,0,111412,0
3128,3800,60000,0
3129,5000,60000,0
3140,3413,13500,0
3156,0,75120,0
3157,0,833039,0
3158,0,1799,0
3160,5000,5000,0
3161,0,959795,0
3162,3200,41310,0
3164,0,3155466,0
3170,4600,9950,0
3171,0,80910,0
3178,0,309140,0
3183,0,65702,0
3198,0,33432,0
3201,0,13100,0
3202,0,8300,0
3205,539200,30270,0
3206,3900,16000,0
3207,4400,9500,0
3208,2300,0,0
3213,5000,10111,0
3217,0,28850,0
3221,5000,10001,0
3225,0,39860,0
3232,0,7500,0
3235,0,65670,0
3237,0,5910,0
3238,0,31600,0
3240,0,9400,0
3246,0,3999,0
3249,0,3600,0
3252,0,9200,0
3253,0,12752206,0
3254,0,7000,0
3256,5000,6000,0
3258,5000,120010,0
3268,0,9668,0
3269,0,59300,0
3271,4400,61310,0
3279,0,19323,0
3280,0,23800,0
3291,700,60000,0
3293,5000,8789,0
3294,0,221300,0
3297,4000,5000,0
3299,3200,0,0
3308,0,42180,0
3309,0,50700,0
3310,0,45700,0
3313,3500,60000,0
3317,1800,176510,0
3318,0,171110,0
3321,0,282275,0
3323,0,19900,0
3338,0,2500,0
3345,0,5000,0
3346,3000,60000,0
3347,0,47800,0
3348,0,325000,0
3350,0,65130,0
3353,4600,66550,0
3355,0,5400,0
3365,0,49620,0
3369,0,5800,0
3372,0,23010,0
3375,5000,6000,0
3380,0,35400,0
3381,0,0,0
3382,0,28100,0
3383,0,400,0
3392,0,19078,0
3402,0,65000,0
3403,0,205710,0
3404,0,11074,0
3408,0,90420,0
3420,0,174720,0
3421,0,117210,0
3423,0,12150,0
3427,0,8100,0
3430,0,246050,0
3431,0,330450,0
3435,0,9900,0
3451,0,9800,0
3459,3500,61310,0
3460,0,1071880,0
3463,0,60510,0
3467,3500,120010,0
3469,0,56310,0
3480,0,5000,0
3487,315000,302249,0
3494,0,2871205,0
3495,0,14997045,0
3497,0,178546,0
3498,0,10700,0
3502,500,60000,0
3506,0,4802,0
3512,0,118910,0
3517,5000,7000,0
3518,0,62620,0
3520,0,86000,0
3529,0,4200,0
3530,5000,60000,0
3546,0,34220,0
3548,0,13130,0
3550,0,9000,0
3552,0,2446,0
3554,9,0,0
3557,1200,631,0
3558,0,126010,0
3565,0,52058,0
3566,4200,1310,0
3568,0,3000,0
3572,0,7500,0
3573,5000,10001,0
3574,3700,9999,0
3577,3600,61620,0
3579,4800,67000,0
3582,0,4200,0
3585,3200,60000,0
3595,0,7499,0
3598,0,9300,0
3600,0,3465,820000
3602,0,32402,0
3607,2800,9000,0
3608,0,2600,0
3613,0,26810,0
3616,2000,5047365,0
3619,0,9300,0
3621,0,16110,0
3624,0,6850,0
3626,0,66799,0
3637,0,165330,0
3638,0,37000,0
3645,0,12169,0
3649,0,72710,0
3655,0,16399,0
3656,5000,37000,0
3658,0,5900,0
3661,0,476262,0
3663,0,4438,0
3665,0,74499,0
3666,5000,33975,0
3667,5000,60000,0
3675,3800,60000,0
3678,0,475048,0
3680,0,29000,0
3681,0,43652,0
3685,0,51229184,0
3688,5000,20000,0
3691,0,78026,0
3692,1300,82270,0
3693,0,118740,0
3703,0,8500,0
3705,0,24898,0
3717,0,9050,0
3722,360000,0,50000
3726,3000,14000,0
3750,0,50920,0
3755,0,14400,0
3772,0,5000,0
3784,0,68810,0
3786,3900,60000,0
3787,0,181220,0
3793,0,0,0
3795,0,49310,0
3806,0,15727453,10000
3809,0,159808,0
3812,5000,5000,0
3815,0,65487,0
3819,0,4990,0
3820,3600,120010,0
3824,0,131510,0
3829,0,24310,0
3832,0,60940,0
3833,0,52750,0
3839,0,106110,0
3846,0,89148,0
3847,0,6600,0
3849,0,61310,0
3850,0,51209,0
3851,0,48700,0
3855,4400,20000,0
3858,0,27425,0
3860,0,42290,0
3864,0,2330,0
3871,5000,2365,0
3873,0,45510,0
3879,0,75010,0
3880,2000,60000,0
3884,1792,106775,0
3890,0,8000,0
3897,0,14176314,0
3899,0,78340,0
3909,0,60000,0
3929,0,6600,0
3936,0,6800,0
3938,0,35800,0
3940,0,680052,350000
3946,0,52535802,240000
3948,5000,60000,0
3949,5000,5500,0
3956,0,115810,0
3960,0,739280,0
3961,0,14080,0
3966,4200,6000,0
3968,4100,9892,0
3972,0,14999,0
3973,0,16300,0
3978,0,3999,0
3981,0,7400,0
3982,0,8200,0
3984,0,23065,0
3986,0,433508,0
3991,0,12791834,0
3993,0,2600,0
3995,0,7620,0
3996,0,17775,0
3998,1400,60000,0
3999,0,2469517,0
4000,4100,60000,0
4001,0,58800,0
4005,0,59010,0
4006,5000,60000,0
4009,0,3220,0
4010,4000,0,0
4011,0,373074,0
4018,1000000,214855,0
4025,0,398944,0
4028,0,2668505,0
4036,0,168925,0
4043,0,8500,0
4046,5000,30243,0
4048,0,3200,0
4055,0,17599,0
4060,4000,2010000,0
4063,0,99,0
4066,0,15110,0
4067,0,3999,0
4071,0,40923,13606
4072,3200,20000,0
4073,0,66500,0
4080,0,7900,0
4084,0,200,0
4086,0,3821507,0
4091,0,4511,0
4096,0,37300,0
4100,0,7500,0
4109,0,144420,0
4111,0,7800,0
4114,0,5700,0
4117,0,5510,0
4123,0,7800,0
4131,0,98709,0
4133,0,120960,0
4135,2400,10848,0
4137,0,3599,0
4138,0,6700,0
4141,0,116910,0
4149,0,78510,0
4151,0,400,0
4152,0,70,0
4153,0,22910,0
4155,0,6300,0
4169,0,895,0
4170,0,63110,0
4171,0,31920,0
4174,0,4000,0
4184,0,118031,0
4186,0,8279816,0
4188,400,77300,0
4189,0,133500,0
4191,4200,120010,0
4194,0,45200,0
4197,5000,0,0
4198,0,45710,0
4199,0,6900,0
4204,0,137000,0
4206,0,67610,0
4214,0,36500,0
4215,0,45700,0
4216,0,35400,0
4220,0,19600,0
4224,0,3500,0
4225,2150,62620,0
4229,3800,9352,0
4230,0,419669,400
4237,0,3000,0
4238,0,9400,0
4250,0,39766,0
4255,0,12125,0
4256,0,13600,0
4260,0,3999,0
4265,3260,101410,0
4267,0,474727,0
4268,0,70010,0
4272,0,47835,0
4275,0,71040,0
4276,0,182524,0
4277,0,1799,0
4282,0,2928536,0
4286,5000,9484,0
4287,0,7400,0
4315,0,72050,0
4316,0,3800,0
4317,3600,6400,0
4320,0,71390,0
4321,2200,61310,0
4322,3000,7000,0
4324,0,353615,0
4327,0,64506,0
4328,0,529845,0
4330,4600,9900,0
4331,0,58810,0
4332,0,7212,0
4341,4800,15000,0
4342,0,670688,0
4349,0,33823,0
4350,0,24784,0
4353,0,17200,0
4354,0,9700,0
4355,4400,20000,0
4358,0,8485,0
4367,0,8300,0
4368,0,5000,0
4369,0,14400,0
4371,2600,61310,0
4372,3600,60000,0
4378,5000,60000,0
4385,0,54030,0
4390,0,67338,0
4404,0,7852,0
4407,0,302517,0
4409,0,2700,0
4411,0,6400,0
4412,0,8700,0
4419,4200,34150,0
4422,200,13000,0
4423,6600,0,0
4425,4200,5000,0
4430,0,97010,0
4431,0,3099,0
4435,0,69612,0
4436,0,500,0
4442,0,9400,0
4444,0,6000,0
4445,2570,5050,0
4457,4400,8000,0
4458,4000,9500,0
4461,0,128010,0
4470,0,7600,0
4472,0,24400,0
4475,4400,5000,0
4484,0,9900,0
4494,0,14509,0
4503,5000,37825,0
4504,0,29725,0
4506,0,398100,0
4507,0,1055464,3024000
4511,0,67289,0
4519,5000,119987,0
4520,0,37410,0
4523,2700,20000,0
4530,1200,14000,0
4531,0,200700,0
4534,0,52310,0
4537,0,423750,0
4545,3900,150010,0
4546,3400,20000,0
4549,0,49120,0
4550,0,41505,0
4556,2800,61310,0
4557,3400,120010,0
4560,5000,172630,0
4562,0,0,0
4563,1800,900,0
4567,0,1602100,0
4571,0,1243986,0
4572,0,50,0
4582,0,20010,0
4583,5000,61310,0
4584,0,6272603,200000
4593,0,78882,0
4594,0,129954,0
4596,3200,62620,0
4599,0,349945,0
4600,0,476423,0
4601,0,85310,0
4602,5000,120010,0
4605,0,59100,0
4606,3800,60000,0
4607,0,4400,0
4617,2200,7000,0
4620,0,4000,0
4621,0,15300,0
4623,0,12699,0
4627,5000,70000,0
4628,0,827640,0
4630,0,157772,0
4632,3400,0,0
4640,5000,61310,0
4641,0,915,0
4654,3400,120010,0
4655,0,10,0
4656,2810,1900,0
4659,0,78300,0
4661,0,19710,0
4663,5000,120010,0
4668,3400,61310,0
4678,0,1241833,0
4679,0,252263,0
4680,0,564940,0
4689,0,2550285,0
4693,5000,9000,0
4695,0,228945,0
4696,0,1200,0
4704,0,508689,0
4705,0,924,0
4707,0,2700,0
4709,0,40500,0
